800;1;16;30.636797321029007
800;1;16;30.165671218186617
800;1;16;30.251030527986586
800;2;16;7.77698793169111
800;2;16;7.708748355973512
800;2;16;8.259821965824813
800;3;16;3.5374235259369016
800;3;16;3.581566139589995
800;3;16;3.575277470983565
800;4;16;2.1050950018689036
800;4;16;2.1033987519331276
800;4;16;2.0999166714027524
800;5;16;1.5817619669251144
800;5;16;1.581464925315231
800;5;16;1.5888216430321336
800;6;16;1.3257989520207047
800;6;16;1.3149714712053537
800;6;16;1.30868339817971
800;7;16;1.1734798434190452
800;7;16;1.185887381900102
800;7;16;1.1744266687892377
800;8;16;1.1487735398113728
800;8;16;1.146632431074977
800;8;16;1.1591043202206492
800;9;16;1.0422425288707018
800;9;16;1.042004561983049
800;9;16;1.05275121005252
800;10;16;1.0417162445373833
800;10;16;1.0427449820563197
800;10;16;1.039688975084573
800;11;16;1.0388190522789955
800;11;16;1.0379941742867231
800;11;16;1.0517433313652873
800;12;16;1.0386540861800313
800;12;16;1.038662952836603
800;12;16;1.0481668659485877
800;13;16;1.038381067570299
800;13;16;1.0369810722768307
800;13;16;1.037584352772683
800;14;16;1.0363519368693233
800;14;16;1.0472119902260602
800;14;16;1.0363900647498667
800;15;16;1.036277751903981
800;15;16;1.035827023908496
800;15;16;1.03524226276204
800;16;16;1.0354272462427616
800;16;16;1.0355731341987848
800;16;16;1.036139814183116
800;17;16;1.0359734138473868
800;17;16;1.0362019720487297
800;17;16;1.036294287070632
800;18;16;0.9407535837963223
800;18;16;0.9357752176001668
800;18;16;0.9338358249515295
800;19;16;1.0341691221110523
800;19;16;1.035582847893238
800;19;16;1.035098824184388
800;20;16;1.0343755409121513
800;20;16;1.0347748380154371
800;20;16;1.0408407729119062
800;21;16;0.9345436841249466
800;21;16;1.0441660042852163
800;21;16;1.0340237151831388
800;22;16;1.0352657898329198
800;22;16;1.034350696951151
800;22;16;1.0344430622644722
800;23;16;1.0439926679246128
800;23;16;1.0345281260088086
800;23;16;1.0335345771163702
800;24;16;1.0431575267575681
800;24;16;1.0342806819826365
800;24;16;1.0345129980705678
800;25;16;1.0344918710179627
800;25;16;1.0334132830612361
800;25;16;1.033612908795476
800;26;16;1.033725380897522
800;26;16;1.0333198639564216
800;26;16;1.0334433359093964
800;27;16;1.0332347708754241
800;27;16;1.0338690476492047
800;27;16;1.033951151650399
800;28;16;1.0406690957024693
800;28;16;1.0328627335838974
800;28;16;1.0414897659793496
800;29;16;1.0336462231352925
800;29;16;1.0335615426301956
800;29;16;1.0339221549220383
800;30;16;1.0387402079068124
800;30;16;1.0392067353241146
800;30;16;1.039956548716873
