200;20;1;0.9097279850393534
200;20;1;0.9092333319131285
200;20;1;1.0096838511526585
1000;20;1;21.55088338209316
1000;20;1;22.551572904922068
1000;20;1;22.05161883798428
200;20;2;0.5124107899609953
200;20;2;0.5127909509465098
200;20;2;0.5120321090798825
1000;20;2;10.836545269936323
1000;20;2;10.836353150894865
1000;20;2;10.738445056136698
200;20;4;0.3142416230402887
200;20;4;0.31428751186467707
200;20;4;0.3141098830383271
1000;20;4;5.4333840808831155
1000;20;4;5.4301351450849324
1000;20;4;5.529276218963787
200;20;8;0.21879647788591683
200;20;8;0.21852704300545156
200;20;8;0.2184979289304465
1000;20;8;2.7314266241155565
1000;20;8;2.730006555095315
1000;20;8;2.830971298040822
200;20;16;0.1278553430456668
200;20;16;0.12818275904282928
200;20;16;0.12830547709017992
1000;20;16;1.4373980790842324
1000;20;16;1.4386051089968532
1000;20;16;1.4381418169941753
200;20;24;0.1394192490261048
200;20;24;0.1408114640507847
200;20;24;0.13883116794750094
1000;20;24;1.0463450970128179
1000;20;24;1.0477412259206176
1000;20;24;1.0466499379836023
200;20;32;0.14966633589938283
200;20;32;0.1515562750864774
200;20;32;0.15097525715827942
1000;20;32;0.8571408670395613
1000;20;32;0.8575499020516872
1000;20;32;0.8570637300144881
